"smallest-text-minus href","listing-image src","listing-text-new","listing-text-new 2","fade-out-content-wrapper","fade-out-content-wrapper 2","fade-out-content-wrapper 3","fade-out-content-wrapper href 4","db","fade-out-content-wrapper 4","fade-out-content-wrapper 5","fade-out-content-wrapper 6"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-techno-plus/2012-bmw-3-20d-f30-techno-plus-otomatik-sonruf-lu-hatasizz/25856055","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320d Techno Plus","2012 BMW 3.20D F30 TECHNO PLUS OTOMATİK SONRUF LU HATASIZZ","2012","226.000","Siyah","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-techno-plus/2012-bmw-3-20d-f30-techno-plus-otomatik-sonruf-lu-hatasizz/25856055","1.195.000 TL","24 Temmuz 2024","İstanbul","Üsküdar"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-standart/ruzgardan-94-bmw-3-16i-orjinal-arac/25741642","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 316i Standart","RÜZGARDAN 94 BMW 3.16i orjinal araç","1994","400.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-standart/ruzgardan-94-bmw-3-16i-orjinal-arac/25741642","369.000 TL","24 Temmuz 2024","Amasya","Merzifon"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-318d-m-plus/m-plus-estroil-blue-tramersiz-tek-parca-harici-hatasiz/25740376","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 318d M Plus","M PLUS ESTROİL BLUE TRAMERSİZ TEK PARÇA HARİCİ HATASIZ","2017","224.000","Mavi","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-318d-m-plus/m-plus-estroil-blue-tramersiz-tek-parca-harici-hatasiz/25740376","1.220.000 TL","24 Temmuz 2024","Muğla","Dalaman"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/hatasiz-boyasiz-40-yil-dusuk-km/25740338","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320i ED 40th Year Edition","HATASIZ BOYASIZ 40.YIL DÜŞÜK KM","2015","103.700","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/hatasiz-boyasiz-40-yil-dusuk-km/25740338","1.500.000 TL","24 Temmuz 2024","Muğla","Dalaman"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-m-sport/350bin-pesinat-36ay-vade-simdi-al-3ay-sonra-odemeye-basla/25341099","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320d M Sport","350BİN PEŞİNAT 36AY VADE ŞİMDİ AL 3AY SONRA ÖDEMEYE BAŞLA","2012","230.164","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-m-sport/350bin-pesinat-36ay-vade-simdi-al-3ay-sonra-odemeye-basla/25341099","955.000 TL","24 Temmuz 2024","İstanbul","Esenyurt"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-cabrio/1997-3-serisi-320i-cabrio-aut-isitmaacr-jantdijital-klima/24237530","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320i Cabrio","1997 3 SERISI 320I CABRIO AUT. ISITMA_ACR.JANT_DİJİTAL.KLIMA","1997","231.175","Gri","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-cabrio/1997-3-serisi-320i-cabrio-aut-isitmaacr-jantdijital-klima/24237530","1.045.000 TL","24 Temmuz 2024","İstanbul","Kadıköy"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-plus/2016-bmw-320i-makyajli-sport-plus-boyasiz-hatasiz/25858911","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320i ED Sport Plus","2016 BMW 320i MAKYAJLI SPORT PLUS BOYASIZ HATASIZ","2016","114.000","Gri","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-plus/2016-bmw-320i-makyajli-sport-plus-boyasiz-hatasiz/25858911","1.365.000 TL","24 Temmuz 2024","Adana","Seyhan"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-line/galeriden-bmw-3-serisi-320i-ed-sport-line-2015-model-amasya/25972285","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320i ED Sport Line","Galeriden BMW 3 Serisi 320i ED Sport Line 2015 Model Amasya","2015","215.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-line/galeriden-bmw-3-serisi-320i-ed-sport-line-2015-model-amasya/25972285","1.245.000 TL","24 Temmuz 2024","Amasya","Merzifon"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-m-sport/sahibinden-2015-model-hatasiz-boyasiz-ful-orjinal-m-sport/25462140","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320d M Sport","SAHİBİNDEN 2015 MODEL HATASIZ BOYASIZ FUL ORJİNAL M-SPORT","2015","200.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-m-sport/sahibinden-2015-model-hatasiz-boyasiz-ful-orjinal-m-sport/25462140","1.550.000 TL","24 Temmuz 2024","Konya","Selçuklu"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-318i-edition-sport-line/2017-bmw-3-serisi-318i-edition-sport-line-otomatik/25970770","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 318i Edition Sport Line","2017 BMW 3 SERISI 318I EDITION SPORT LINE OTOMATIK","2017","72.000","Mavi","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-318i-edition-sport-line/2017-bmw-3-serisi-318i-edition-sport-line-otomatik/25970770","1.298.000 TL","23 Temmuz 2024","İstanbul","Maltepe"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/77bin-de-hatasiz-boyasiz-lci-40-yil-recaro-harman-hafiza-isitma/24062405","https://arbstorage.mncdn.com/ilanfotograflari/2023/12/24/24062405/ccdd5318-0324-442c-a7fa-1ddf596e9b1c_image_for_silan_24062405_240x180.jpg","BMW 3 Serisi 320i ED 40th Year Edition","77BİN'DE HATASIZ BOYASIZ LCİ 40.YIL RECARO HARMAN HAFIZA ISITMA","2016","77.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/77bin-de-hatasiz-boyasiz-lci-40-yil-recaro-harman-hafiza-isitma/24062405","1.950.000 TL","23 Temmuz 2024","Ankara","Sincan"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/arma-2016-40-th-year-29-000-km-hatasiz-boyasiz-degisensiz/25969217","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/23/25969217/de0ec61d-32d3-4b67-bb73-4a673031ec99_image_for_silan_25969217_240x180.jpg","BMW 3 Serisi 320i ED 40th Year Edition","ARMA | 2016 40.TH YEAR 29.000 KM HATASIZ BOYASIZ DEĞİŞENSİZ","2016","29.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/arma-2016-40-th-year-29-000-km-hatasiz-boyasiz-degisensiz/25969217","1.915.000 TL","23 Temmuz 2024","Ankara","Yenimahalle"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/nadir-2017-sedefli-byz-hayalet-anahtarsiz-giris-elek-bagaj/25968507","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_240x180.jpg","BMW 3 Serisi 320i ED 40th Year Edition","NADİR 2017 SEDEFLİ BYZ-HAYALET-ANAHTARSIZ GİRİŞ-ELEK BAGAJ","2016","85.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/nadir-2017-sedefli-byz-hayalet-anahtarsiz-giris-elek-bagaj/25968507","2.150.000 TL","23 Temmuz 2024","Kahramanmaraş","Dulkadiroğlu"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-sport-line/sahibinden-bmw-3-serisi-320i-ed-sport-line-2014-model/25967044","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/23/25967044/ca847c08-11f7-443a-b558-481e8917bc19_image_for_silan_25967044_240x180.jpg","BMW 3 Serisi 320i ED Sport Line","Sahibinden BMW 3 Serisi 320i ED Sport Line 2014 Model","2014","247.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-sport-line/sahibinden-bmw-3-serisi-320i-ed-sport-line-2014-model/25967044","938.500 TL","23 Temmuz 2024","İstanbul","Arnavutköy"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-m-sport/nazar-dan-2016-bmw-3-20-d-m-sport-ilk-el-lcd-160-000-km-boyasiz/25923286","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/18/25923286/78f2eae8-40d4-475e-864f-e09ed6e42e86_image_for_silan_25923286_240x180.jpg","BMW 3 Serisi 320d M Sport","NAZAR'DAN?2016 Bmw 3.20 d M Sport İlk El Lcd 160.000 Km Boyasız","2016","162.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-m-sport/nazar-dan-2016-bmw-3-20-d-m-sport-ilk-el-lcd-160-000-km-boyasiz/25923286","1.659.000 TL","23 Temmuz 2024","Adıyaman","Besni"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-comfort/sahibinden-orjinal-190bin-km-m-sport-gorumumlu-bmw-f30/25966457","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/23/25966457/c6c28eaa-3f6d-478f-92be-a2aea083bc73_image_for_silan_25966457_240x180.jpg","BMW 3 Serisi 316i Comfort","SAHİBİNDEN ORJİNAL 190’Bin KM 
M SPORT GÖRÜMÜMLÜ BMW F30","2013","192.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-comfort/sahibinden-orjinal-190bin-km-m-sport-gorumumlu-bmw-f30/25966457","1.035.000 TL","23 Temmuz 2024","Erzurum","Yakutiye"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-standart/sahibinden-bmw-3-serisi-320i-ed-standart-2014-model/25965771","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/23/25965771/57c8cc0a-52f2-4620-8f15-fe3cbd1239e2_image_for_silan_25965771_240x180.jpg","BMW 3 Serisi 320i ED Standart","Sahibinden BMW 3 Serisi 320i ED Standart 2014 Model","2014","168.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-standart/sahibinden-bmw-3-serisi-320i-ed-standart-2014-model/25965771","1.300.000 TL","23 Temmuz 2024","Ankara","Yenimahalle"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-standart/sahibinden-bmw-3-serisi-320d-standart-2010-model/25965593","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/23/25965593/00df9ae0-a000-4707-ab12-7c065d6ba17c_image_for_silan_25965593_240x180.jpg","BMW 3 Serisi 320d Standart","Sahibinden BMW 3 Serisi 320d Standart 2010 Model","2010","371.000","Siyah","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-standart/sahibinden-bmw-3-serisi-320d-standart-2010-model/25965593","643.000 TL","23 Temmuz 2024","Ankara","Mamak"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-premium-line/2018-bmw-3-20d-premiumline-deri-sunrof-190hp/25967879","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/23/25967879/c6504905-10d3-4bf8-8dc4-41d591cd9058_image_for_silan_25967879_240x180.jpg","BMW 3 Serisi 320d Premium Line","2018/BMW 3.20d/PREMİUMLİNE/DERİ/SUNROF/190HP","2018","117.500","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-premium-line/2018-bmw-3-20d-premiumline-deri-sunrof-190hp/25967879","1.599.000 TL","23 Temmuz 2024","İzmir","Gaziemir"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/egehan-2016-degisensiz-tramersiz-40-yil-f30-sedefli-beyaz/25478486","https://arbstorage.mncdn.com/ilanfotograflari/2024/05/23/25478486/85652953-8105-44cd-a2e3-e579acb2e2b9_image_for_silan_25478486_240x180.jpg","BMW 3 Serisi 320i ED 40th Year Edition","EGEHAN | 2016 DEĞİŞENSİZ TRAMERSİZ 40.YIL F30 // SEDEFLİ BEYAZ","2016","200.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/egehan-2016-degisensiz-tramersiz-40-yil-f30-sedefli-beyaz/25478486","1.255.000 TL","23 Temmuz 2024","Antalya","Kepez"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-xdrive-m-sport/2014-xdrive-320d-m-sport-184-hp-230-000-km-de/25967437","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320d xDrive M Sport","2014 Xdrive 320d M Sport 184 Hp 230.000 Km''de","2014","230.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-xdrive-m-sport/2014-xdrive-320d-m-sport-184-hp-230-000-km-de/25967437","1.210.000 TL","23 Temmuz 2024","Ankara","Etimesgut"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2010-model-istanbul/25964615","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 316i Standart","Sahibinden BMW 3 Serisi 316i Standart 2010 Model İstanbul","2010","121.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2010-model-istanbul/25964615","790.000 TL","23 Temmuz 2024","Eskişehir","Tepebaşı"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-comfort/2014-bmw-3-16i-senetle-taksitlendirme-secenegimiz-vardir/25560413","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 316i Comfort","2014 BMW 3.16İ ( senetle taksitlendirme seçeneğimiz vardır )","2014","132.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-comfort/2014-bmw-3-16i-senetle-taksitlendirme-secenegimiz-vardir/25560413","1.199.750 TL","23 Temmuz 2024","İstanbul","Üsküdar"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-edition-m-sport/2023-320i-edition-msport-27-000-km-boyasiz-headup-m-fren-shadow/25967302","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320i Edition M Sport","2023 320i Edition Msport 27.000 Km Boyasız HeadUp-M Fren-Shadow","2023","27.000","Gri","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-edition-m-sport/2023-320i-edition-msport-27-000-km-boyasiz-headup-m-fren-shadow/25967302","3.445.000 TL","23 Temmuz 2024","Ankara","Etimesgut"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316ti-compact/sahibinden-bmw-3-serisi-316ti-compact-2002-model/25963923","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 316ti Compact","Sahibinden BMW 3 Serisi 316ti Compact 2002 Model","2002","262.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316ti-compact/sahibinden-bmw-3-serisi-316ti-compact-2002-model/25963923","320.000 TL","23 Temmuz 2024","İstanbul","Ümraniye"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-318is/sahibinden-bmw-3-serisi-318is-1994-model/25963698","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 318is","Sahibinden BMW 3 Serisi 318is 1994 Model","1994","390.000","Kırmızı","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-318is/sahibinden-bmw-3-serisi-318is-1994-model/25963698","300.000 TL","23 Temmuz 2024","İstanbul","Pendik"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-sport-plus/sahibinden-bmw-3-serisi-320i-ed-sport-plus-2016-model/25963123","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320i ED Sport Plus","Sahibinden BMW 3 Serisi 320i ED Sport Plus 2016 Model","2016","166.000","Siyah","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-sport-plus/sahibinden-bmw-3-serisi-320i-ed-sport-plus-2016-model/25963123","1.070.000 TL","23 Temmuz 2024","Adana","Çukurova"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-m-plus/sahibinden-bmw-3-serisi-320i-ed-m-plus-2015-model/25963090","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320i ED M Plus","Sahibinden BMW 3 Serisi 320i ED M Plus 2015 Model","2015","205.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-m-plus/sahibinden-bmw-3-serisi-320i-ed-m-plus-2015-model/25963090","1.320.000 TL","23 Temmuz 2024","Mersin","Toroslar"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-xdrive-m-sport/galeriden-bmw-3-serisi-320d-xdrive-m-sport-2013-model-diyarbakir/25966599","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320d xDrive M Sport","Galeriden BMW 3 Serisi 320d xDrive M Sport 2013 Model Diyarbakır","2013","270.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-xdrive-m-sport/galeriden-bmw-3-serisi-320d-xdrive-m-sport-2013-model-diyarbakir/25966599","1.225.000 TL","23 Temmuz 2024","Diyarbakır","Bağlar"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-comfort/feyyaz-otomotiv-2015-bmw-316i-otomatik-sunroof-xenon-75-000-km/25479679","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 316i Comfort","FEYYAZ OTOMOTİV 2015 BMW 316i OTOMATİK SUNROOF + XENON 75.000 KM","2015","75.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-comfort/feyyaz-otomotiv-2015-bmw-316i-otomatik-sunroof-xenon-75-000-km/25479679","1.317.500 TL","23 Temmuz 2024","Bursa","İnegöl"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-comfort/sahibinden-bmw-3-serisi-316i-comfort-2013-model/25957267","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/22/25957267/8bf4ff18-2020-4123-871e-54f86e071b09_image_for_silan_25957267_240x180.jpg","BMW 3 Serisi 316i Comfort","Sahibinden BMW 3 Serisi 316i Comfort 2013 Model","2013","135.200","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-comfort/sahibinden-bmw-3-serisi-316i-comfort-2013-model/25957267","1.000.000 TL","23 Temmuz 2024","İstanbul","Kağıthane"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-luxury-line/sahibinden-bmw-3-serisi-316i-luxury-line-hatasiz/25961746","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/22/25961746/0e345be0-3a33-4b79-9db1-388240dc2b89_image_for_silan_25961746_240x180.jpg","BMW 3 Serisi 316i Luxury Line","Sahibinden BMW 3 Serisi 316i Luxury Line hatasız","2012","122.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-luxury-line/sahibinden-bmw-3-serisi-316i-luxury-line-hatasiz/25961746","1.150.000 TL","23 Temmuz 2024","İstanbul","Esenyurt"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316ti-compact/sahibinden-bmw-3-serisi-316ti-compact-2002-model/25961414","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/22/25961414/0174eeee-a4f1-4c16-a078-2cb8f6aae197_image_for_silan_25961414_240x180.jpg","BMW 3 Serisi 316ti Compact","Sahibinden BMW 3 Serisi 316ti Compact 2002 Model","2002","233.000","Siyah","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316ti-compact/sahibinden-bmw-3-serisi-316ti-compact-2002-model/25961414","355.000 TL","23 Temmuz 2024","İstanbul","Şile"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/bmw-e46-en-full-modeli/25492666","https://arbstorage.mncdn.com/ilanfotograflari/2024/05/24/25492666/bcd751f2-2fae-4c95-9cc2-31fe8765bf73_image_for_silan_25492666_240x180.jpg","BMW 3 Serisi 316i Standart","BMW E46 EN FULL MODELİ","2001","328.000","Beyaz","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/bmw-e46-en-full-modeli/25492666","400.000 TL","23 Temmuz 2024","İstanbul","Zeytinburnu"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-318i-standart/ceylan-otomotiv-degisensiz-bmw-3-18i-e-46-dolu-paket-yeni-nesil-143-bg/25965874","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/23/25965874/d1a91eb2-ec47-4aaf-b405-2e097f94599a_image_for_silan_25965874_240x180.jpg","BMW 3 Serisi 318i Standart","CEYLAN OTOMOTİV.DEĞİŞENSİZ - BMW 3.18i E 46 - DOLU PAKET-YENİ NESİL-143.BĞ","2005","283.000","Siyah","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-318i-standart/ceylan-otomotiv-degisensiz-bmw-3-18i-e-46-dolu-paket-yeni-nesil-143-bg/25965874","685.000 TL","23 Temmuz 2024","Bilecik","Bozüyük"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i/asf-garage-den-1993-model-motor-boya-muayene-sifir-320i/23489208","https://arbstorage.mncdn.com/ilanfotograflari/2023/09/23/23489208/d92c7924-e59a-4df7-adf0-ee2e75ff2265_image_for_silan_23489208_240x180.jpg","BMW 3 Serisi 320i","ASF GARAGE'DEN 1993 MODEL  MOTOR+BOYA+MUAYENE SIFIR 320İ","1993","333.333","Kırmızı","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i/asf-garage-den-1993-model-motor-boya-muayene-sifir-320i/23489208","359.999 TL","23 Temmuz 2024","Ankara","Yenimahalle"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i/asf-garageden-1997-model-320i-sunroof-style32-4-airbag/23484216","https://arbstorage.mncdn.com/ilanfotograflari/2023/09/22/23484216/e852cf7e-bc83-4534-94cd-77af6168571b_image_for_silan_23484216_240x180.jpg","BMW 3 Serisi 320i","ASF GARAGE’DEN 1997 MODEL 320i SUNROOF+STYLE32+4 AİRBAG","1997","335.000","Gri (Gümüş)","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i/asf-garageden-1997-model-320i-sunroof-style32-4-airbag/23484216","459.000 TL","23 Temmuz 2024","Ankara","Yenimahalle"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-m-sport/galeriden-bmw-3-serisi-320d-m-sport-2012-model-hatay/25965128","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/23/25965128/0eabc407-0282-4251-bbb1-d7b7eb4b4655_image_for_silan_25965128_240x180.jpg","BMW 3 Serisi 320d M Sport","Galeriden BMW 3 Serisi 320d M Sport 2012 Model Hatay","2012","289.000","Gri (Gümüş)","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-m-sport/galeriden-bmw-3-serisi-320d-m-sport-2012-model-hatay/25965128","775.000 TL","23 Temmuz 2024","Hatay","Defne"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-comfort/galeriden-bmw-3-serisi-316i-comfort-2012-model-diyarbakir/25467866","https://arbstorage.mncdn.com/ilanfotograflari/2024/05/22/25467866/1bf9e073-66f5-41ba-9206-84995ded4f60_image_for_silan_25467866_240x180.jpg","BMW 3 Serisi 316i Comfort","Galeriden BMW 3 Serisi 316i Comfort 2012 Model Diyarbakır","2012","202.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-comfort/galeriden-bmw-3-serisi-316i-comfort-2012-model-diyarbakir/25467866","870.000 TL","23 Temmuz 2024","Diyarbakır","Kayapınar"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-cabrio/toprak-auto-dan-1995-bmw-e36-3-20-cabrio/25964843","https://arbstorage.mncdn.com/ilanfotograflari/2024/07/23/25964843/1d5d7e2b-7649-44e1-bfca-a3b5cef6d177_image_for_silan_25964843_240x180.jpg","BMW 3 Serisi 320i Cabrio","TOPRAK AUTO'DAN 1995 BMW E36 3.20 CABRİO","1995","325.000","Siyah","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-cabrio/toprak-auto-dan-1995-bmw-e36-3-20-cabrio/25964843","639.000 TL","23 Temmuz 2024","İstanbul","Ümraniye"
"https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i/sahibinden-bmw-3-serisi-320i-1995-model/25958759","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320i","Sahibinden BMW 3 Serisi 320i 1995 Model","1995","314.000","Gri","https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i/sahibinden-bmw-3-serisi-320i-1995-model/25958759","345.000 TL","23 Temmuz 2024","Bursa","Yıldırım"
"https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-m-plus/179-binde-hatasiz-degisensiz/25964820","https://arbimg1.mncdn.com/ilanfotograflari/noImage/01/01/1/noimage5_160x120.jpg","BMW 3 Serisi 320i ED M Plus","179 BINDE - HATASIZ- DEĞİŞENSİZ","2013","179.000","Beyaz","https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-m-plus/179-binde-hatasiz-degisensiz/25964820","1.169.000 TL","23 Temmuz 2024","Ankara","Mamak"
